Berita,Topik 1,Topik 2,Topik 3,Topik 4,Topik 5,Topik 6,Topik 7,Kategori
"     Jakarta (ANTARA) - Berbagai peristiwa politik telah diwartakan LKBN ANTARA pada Sabtu (9/12), mulai dari Survei New Indonesia menunjukkan elektabilitas Prabowo Subianto-Gibran Rakabuming Raka menembus angka 50 persen hingga e-Wallet disebut jadi sarana baru politik uang.   Berikut rangkuman berita politik kemarin untuk kembali Anda simak.  1. Survei New Indonesia: Prabowo-Gibran tembus 50 persen lebih   Temuan survei New Indonesia research & consulting menunjukkan elektabilitas pasangan calon presiden Prabowo Subianto dan calon wakil presiden Gibran Rakabuming Raka telah menembus lebih dari 50 persen memasuki akhir tahun 2023.   Hasil survei tersebut mengungkapkan pasangan Prabowo-Gibran unggul jauh dengan elektabilitas mencapai 50,5 persen dalam simulasi tiga pasang capres-cawapres. Ganjar Pranowo yang didampingi Mahfud MD tertinggal sebesar 26,0 persen dengan posisi ketiga ditempati oleh Anies Baswedan yang berduet dengan Muhaimin Iskandar, hanya 15,3 persen dan sisanya menyatakan tidak tahu/tidak jawab 8,2 persen.   Selengkapnya di sini.  2. HISNU ingatkan NU tidak boleh terlibat politik praktis   Koordinator Nasional Himpunan Santri Nusantara (HISNU) Yusuf Hidayat mengingatkan bahwa Nahdatul Ulama (NU) tidak boleh terlibat politik praktis.   Oleh karena itu dia meminta Pengurus Besar Nahdatul Ulama (PBNU) menegur oknum Muslimat NU yang telah menggelar deklarasi dukungan kepada salah satu pasangan capres-cawapres.   ""PBNU harus menegur oknum-oknum yang mencatut nama Muslimat NU untuk kepentingan politik praktisnya. Hal ini pernah dilakukan oleh PBNU kepada PCNU yang dinilai telah melanggar keputusan khitthah 1926 NU,"" kata Yusuf Hidayat dalam keterangan tertulis yang diterima di Jakarta, Sabtu.   Selengkapnya di sini.  3. Bawaslu RI: e-Wallet jadi sarana baru ""money politic"" Pemilu 2024   Bawaslu RI menyampaikan e-Wallet (dompet digital) berpotensi menjadi sarana baru praktik money politic atau politik uang menjelang Pemilihan Umum (Pemilu) 2024.   Koordinator Tenaga Ahli, Bawaslu RI, Bachtiar Baetal, di Serang, Banten, Sabtu, mengatakan, narasi politik uang kerap kali muncul pada setiap perhelatan Pemilu, termasuk praktik politik uang menggunakan sarana e-Wallet pada kontestasi Pemilu 2024.   Selengkapnya di sini.  4. Survei NEW INDONESIA: Kepuasan terhadap Jokowi tertinggi sejak 2020   Temuan survei NEW INDONESIA Research & Consulting menunjukkan sebanyak 82,3 persen publik merasa puas dipimpin Presiden Joko Widodo, naik sepanjang tahun 2023 dan paling tinggi sejak 2020 silam.   Di antara yang merasa puas terhadap Jokowi, tercatat 9,8 persen bahkan merasa sangat puas. Hanya 15,8 persen yang menyatakan tidak puas, di antaranya 1,0 persen merasa tidak puas sama sekali, dan sisanya tidak tahu/tidak jawab sebanyak 1,9 persen.   Selengkapnya di sini.  5. Buruh pelabuhan di Cilincing deklarasi dukung Prabowo-Gibran   Buruh pelabuhan di Cilincing, Jakarta Utara, mendeklarasikan dukungan mereka kepada pasangan calon presiden dan wakil presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka.   “Deklarasi buruh pelabuhan Indonesia mendukung kemenangan Prabowo-Gibran 02 menuju Indonesia maju. Kami yang berkumpul di sini adalah buruh pelabuhan dari seluruh Indonesia dengan ini berjanji akan tetap setia,” kata Ketua Buruh Pelabuhan Subahan, di Rusun Cilincing, Jakarta Utara, Sabtu.   Selengkapnya di sini.Pewarta: Fath Putra MulyaEditor: Chandra Hamdani Noor    COPYRIGHT © ANTARA 2023 ",0.01112851628456069,0.9332627682094906,0.01111968458363098,0.01111968489805262,0.01111969472945874,0.011128853903305267,0.011120797391501179,politik
"                     ANTARA - Ratusan warga adat dan tokoh agama Suku Sasak Lombok menggelar konsolidasi bertajuk Lombok Marcusuar di Desa Montong Baan, Kecamatan Sikur, Kabupaten Lombok Timur, Nusa Tenggara Barat pada Sabtu (9/12). Pertemuan yang melibatkan unsur TNI dan Polri juga pemerintah daerah ini menekankan tentang mengawal Pemilu 2024 agar berjalan tenteram melalui pendekatan adat. (Kusnandar/Sandy Arizona/Gracia Simanjuntak)        ",0.011131753566113874,0.011131104884621696,0.011129325287442164,0.011129326263406056,0.011129326193538432,0.9332194408563251,0.011129722948552549,politik
"                     ANTARA - Menghadiri HUT ke-9 Partai Solidaritas Indonesia (PSI) di Kota Semarang, Jawa Tengah, Sabtu (09/12), Calon Presiden dari Koalisi Indonesia Maju Prabowo Subianto mengapresiasi para generasi muda yang telah ikut terjun ke dunia politik. Menurut Prabowo, dengan terjun ke politik maka generasi muda turut menyejahterakan rakyat. (Fx. Suryo Wicaksono/Sandy Arizona/Gracia Simanjuntak)        ",0.009694566793600196,0.009694080359537127,0.009693878695083827,0.009693892690451834,0.009693880818970518,0.9418357170771986,0.009693983565157844,politik
"     Karawang, Jawa Barat (ANTARA) - Calon wakil presiden nomor urut 2 Gibran Rakabuming Raka meminta doa dan restu kepada jamaah Pondok Pesantren (Ponpes) Al Baghdadi agar jalannya dalam Pemilihan Umum Presiden dan Wakil Presiden (Pilpres) 2024 dapat dipermudah.   ""Mohon didoakan semoga jalan kami ke depan dimudahkan,"" kata Gibran saat menyambangi Pondok Pesantren (Ponpes) Al Baghdadi, Karawang, Jawa Barat, Sabtu.   Gibran berterima kasih setelah diizinkan untuk bersilaturahim dan mengikuti pengajian rutin di Ponpes Al Baghdadi.   Ia berpesan kepada pimpinan Ponpes Al Baghdadi untuk dapat menjalankan program Dana Abadi Pesantren yang menjadi salah satu program utama dirinya bersama calon presiden Prabowo Subianto.   Gibran berharap program tersebut bisa meningkatkan kualitas sumber daya manusia di pesantren untuk bisa merealisasikan untuk menuju Indonesia Emas 2045.   ""Kita mau santri mengerti seperti perbankan syariah, kewirausahaan, mengerti bagaimana cara menggunakan platform e-commerce, dan platform YouTube untuk mengamplifikasi dakwahnya,"" katanya.  Baca juga: Gibran sambangi Ponpes Al Baghdadi di Karawang  Baca juga: Bawaslu RI: e-Wallet jadi sarana baru ""money politic"" Pemilu 2024   Wali Kota Surakarta itu berpesan kepada para jamaah untuk tidak menjelek-jelekkan pasangan calon (paslon) presiden dan wakil presiden lain dalam proses Pemilu 2024.   ""Pilihan itu boleh beda yang penting bapak-ibu semua rukun, tidak ada fitnah di antara kita. Tidak ada yang saling mengejek apalagi mengejek paslon yang lain,"" ujarnya.   Gibran mengatakan kerukunan masyarakat merupakan hal yang penting meski harus berbeda pilihan.   ""Yang penting rukun. Yang penting bapak-ibu semua rajin ngaji bareng Abah Junaidi, itu yang paling penting,"" katanya.   Sepanjang hari Sabtu (9/12) Gibran melakukan kampanye di Jakarta dan Karawang, Jawa Barat.   Gibran mengawali kegiatan dengan menyambangi Rusun Cilincing, Jakarta Utara dan kawasan Cempaka Putih, Jakarta untuk menyosialisasikan programnya.   Selanjutnya, Gibran bertolak ke Karawang untuk menghadiri acara Satnite with Pantura Dukung Gibran (Pandugi) di GOR Panatayudha, dan Gibran juga bersilaturahmi ke pimpinan Pondok Pesantren Albaghdadi dan pimpinan majelis manaqiban Syekh Abdul Qodir Jaelani, Kyai Junaidi Al Baghdadi.   Komisi Pemilihan Umum (KPU) RI pada hari Senin, 13 November 2023, menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md nomor urut 3.   KPU menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024.  Baca juga: Anies apresiasi warga Tionghoa di Cirebon jaga kerukunan umat  Baca juga: Mahfud: Ganjar-Mahfud gaspol sikat korupsiPewarta: FauzanEditor: Gilang Galiartha    COPYRIGHT © ANTARA 2023 ",0.010927477645852595,0.010925012467649648,0.01092479742745596,0.010924742370180783,0.010924748665649055,0.6742289479391766,0.2711442734840352,politik
"                     ANTARA - Ketua Dewan Pakar Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD, Sandiaga Salahuddin Uno, optimistis pasangan capres-cawapres nomor urut 3 itu mampu merebut hati masyarakat di Sumatera Barat. Pengalaman mendampingi Prabowo Subianto pada Pilpres 2019 lalu, diharapkan Sandiaga berpengaruh pada perolehan suara Ganjar-Mahfud pada Pemilu 2024. (Fandi Yogari Saputra/Sandy Arizona/Gracia Simanjuntak)        ",0.9414863999558509,0.009752125329877499,0.009751270486457759,0.009751252641123021,0.009751255644328778,0.009756011631723306,0.009751684310638695,politik
"                     ANTARA - Mutiara Baswedan, anak dari capres Anies Baswedan dan Alam Ganjar, anak dari capres Ganjar Pranowo kompak menyatakan tidak menutup kemungkinan mengikuti jejak orang tuanya terjun ke dunia politik. Hal tersebut disampaikan keduanya usai bermain bersama di acara PlayDay 2023 di kawasan Kemang, Jakarta Selatan, Sabtu (9/12). (Tri Meilani Ameliya /Ahmad Muzdaffar Fauzan /Sandy Arizona/Gracia Simanjuntak)        ",0.011398528998307322,0.011397078220623167,0.011391574264325799,0.011391576902189523,0.011391596083560327,0.011398800318334805,0.9316308452126589,politik
"     Jakarta (ANTARA) - Calon wakil presiden nomor urut 3 Mahfud Md mengatakan bahwa ia bersama calon presiden Ganjar Pranowo akan melakukan tindakan nyata dalam pemberantasan korupsi, yang ia sebut dengan istilah gaspol, apabila memenangi Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   ""Gaspol. Gandakan anggaran, anggaran diperbanyak untuk orang-orang kelas menengah ke bawah, sikat korupsi, dan perbaiki birokrasi,"" kata Mahfud dalam rilis yang diterima di Jakarta, Sabtu.   Mahfud juga mengatakan bahwa Ganjar-Mahfud akan memperjuangkan penegakkan hukum yang berjalan secara adil bagi semua pihak.   ""Ganjar-Mahfud hadir untuk memperbaiki itu semua,"" kata Mahfud di hadapan ribuan relawan dari Laju Indonesia, Sahabat Mahfud Muda, Ikatan Keluarga Madura Jawa Barat, Gerpin, dan sejumlah elemen lainnya di Mustikasari Convention Hall, Bekasi, Jawa Barat, Sabtu.   Di satu sisi, Mahfud menyoroti ketimpangan penegakkan hukum di Indonesia. Menurut Mahfud, kadang kala penegakkan hukum memihak orang yang mempunyai kekuatan.   Sementara itu, lanjut dia, orang lemah yang tidak mendapat perlindungan hukum bisa kalah jika berhadapan dengan pihak-pihak yang mempunyai kekuatan jika sedang berperkara.   ""Orang mencuri lalu dihajar habis-habisan di tengah jalan, sementara orang korupsi dilindungi. Korupsi tuh banyak loh, kelasnya miliaran. Kalau mencuri itu enggak banyak, dan kadang karena terpaksa. Orang kuat menyogok dan dibeking pejabat korup agar kasusnya ditutup. Ini bukan rahasia,"" katanya.  Baca juga: Mahfud luruskan pernyataan soal OTT KPK  Baca juga: KPU siapkan lokasi ""nobar"" debat perdana Pilpres 2024   Selain itu, Mahfud mengatakan bahwa masyarakat miskin di Indonesia tidak akan pernah bangkit, jika korupsi tidak diberangus tuntas. Setelah korupsi dikikis, kata dia, Pemerintah dapat menghitung berapa anggaran yang dapat diberikan untuk rakyat sebagai modal kerja, subsidi listrik, menggratiskan internet, maupun menggaji guru dengan layak.   Di sisi lain, Mahfud juga mengatakan bahwa dirinya bersama Ganjar berkomitmen untuk membangun dari wilayah pinggiran.   ""Proyek-proyek yang hanya dinikmati kelas menengah ke atas, kita hentikan. Kita akan membangun dari pinggiran. Ganjar-Mahfud akan gaspol,"" ujarnya.   Komisi Pemilihan Umum (KPU) RI pada hari Senin, 13 November 2023, menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md. nomor urut 3.   KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, sedangkan jadwal pemungutan suara pada tanggal 14 Februari 2024.  Baca juga: Anies: Rancangan Undang-Undang (RUU) Perampasan Aset penting  Baca juga: Gibran minta pendukungnya untuk tidak menanggapi fitnah di sosmedPewarta: Rio FeisalEditor: Gilang Galiartha    COPYRIGHT © ANTARA 2023 ",0.009890209353286434,0.009887058645151893,0.00988688255622928,0.009886891094961752,0.00988688228955224,0.9406750337551897,0.009887042305628738,politik
"     Karawang (ANTARA) - Calon wakil presiden nomor urut 2 Gibran Rakabuming Raka menyambangi Pondok Pesantren (Ponpes) Al Baghdadi, Karawang, Jawa Barat pada kampanye terakhirnya pada Sabtu.   Gibran yang juga putra sulung Presiden Joko Widodo itu tiba di lokasi pada pukul 22.24 WIB dengan memakai kemeja biru dan mengenakan peci hitam.   Setibanya di Ponpes Al Baghdadi, Gibran bersalaman dengan para pengurus ponpes sebelum memasuki untuk berdiskusi dengan Pimpinan Pondok Pesantren Albaghdadi dan Pimpinan Majelis Manaqiban Syekh Abdul Qodir Jaelani, Kyai Junaidi Al Baghdadi.   Gibran tampak didampingi oleh beberapa tokoh di antaranya Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia dan mantan Kepala Staf TNI Angkatan Darat (KSAD) Dudung Abdurachman.   Kedatangan Gibran juga telah ditunggu oleh ribuan jamaah ponpes yang mulai berdatangan sejak sore.   Dalam kesempatannya, Kyai Junaidi Al Baghdadi berharap Gibran dapat mewujudkan cita-cita para pendidik bangsa dan juga dapat menciptakan keadilan bagi rakyat Indonesia.   ""Harapan saya, beliau bisa mewujudkan apa yang menjadi cita-cita pendidik bangsa, dapat mewujudkan apa yang menjadi cita-cita Pancasila, keadilan sosial bagi seluruh rakyat Indonesia,"" ujar Kyai Junaidi usai berdiskusi dengan Gibran.  Baca juga: Besok, Prabowo-Gibran hadiri acara Konvensi Indonesia di Sentul  Baca juga: KPU tambah jatah pendukung tiap paslon hadiri debat perdana   Gibran lantas menyampaikan terima kasih kepada Kyai Junaidi dan jamaah yang telah mendukung dan mendoakan dirinya.   ""Terima kasih banyak (atas doa dan dukungannya),"" kata Gibran.   Setelah berbincang dengan Kyai Junaidi, Gibran menuju panggung utama untuk bersholawat dan berdoa bersama ribuan jamaah ponpes.   Gibran pada Sabtu melakukan kampanye di Jakarta dan Karawang, Jawa Barat.   Ia melakukan kampanye dengan menyambangi Rusun Cilincing, Jakarta Utara dan kawasan Cempaka Putih, Jakarta untuk menyosialisasikan programnya.   Selanjutnya, Gibran bertolak ke Karawang untuk menghadiri acara Satnite with Pantura Dukung Gibran (Pandugi) di GOR Panatayudha, dan bersilaturahim ke pimpinan Pondok Pesantren Albaghdadi dan Pimpinan Majelis Manaqiban Syekh Abdul Qodir Jaelani, Kyai Junaidi Al Baghdadi.   Komisi Pemilihan Umum (KPU) RI pada hari Senin, 13 November 2023, menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md nomor urut 3.   KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024.  Baca juga: Masyarakat pedesaan jadi tujuan kampanye Paslon AMIN  Baca juga: Mahfud Md disemati julukan ""Uwa"" dari seniman-generasi muda BandungPewarta: FauzanEditor: Gilang Galiartha    COPYRIGHT © ANTARA 2023 ",0.8948720548882942,0.017524413021600453,0.0175198836877974,0.017519903694921624,0.0175198840023532,0.01752241122238445,0.017521449482648766,politik
" Karena anggota poksi PPP di Baleg hanya tiga orang maka aspirasi yang kami sampaikan kalah dengan yang lainnyaJakarta (ANTARA) - Fraksi Partai Persatuan Pembangunan (PPP) mengakui aspirasi mereka kalah saat penetapan Rancangan Undang-Undang Daerah Khusus Jakarta (RUU DKJ) di rapat pleno badan legislasi (Baleg) DPR RI.   ""Karena anggota poksi PPP di Baleg hanya tiga orang maka aspirasi yang kami sampaikan kalah dengan yang lainnya,"" kata Ketua Kelompok Fraksi PPP Baleg Sy Anas Tahir dalam keterangan tertulis di Jakarta, Sabtu.   Dia menjelaskan dalam pembahasan di tingkat panitia kerja dan pleno Baleg, Fraksi PPP mengingatkan bahwa kekhususan provinsi Jakarta bisa dilakukan dengan mempertahankan sistem pemerintahan seperti saat ini. Bahwa otonomi di tingkat provinsi dengan sistem pemilihan kepala daerah secara langsung dengan kemenangan 50 persen tambah satu persen.  Baca juga: Soal RUU DKJ, Jubir Prabowo: Kami ikuti proses di DPR   Baca juga: PAN tolak usulan gubernur Jakarta ditunjuk presiden   Dia mengungkapkan sebagaimana rapat pleno Baleg, delapan fraksi menerima dengan catatan, sementara satu fraksi menolak.   ""Catatan yang disampaikan fraksi PPP bahwa pengisian kepala daerah di provinsi Jakarta, harus dilakukan secara demokratis sebagaimana ketentuan Pasal 19 A UUD NRI 1945. Ini merupakan sikap yang kami sampaikan dalam rapat pleno Baleg tanggal 4 Desember 2023,"" jelasnya.   Sebelumnya, rapat paripurna DPR di Kompleks Parlemen, Senayan, Jakarta, Selasa (5/12) mengesahkan RUU DKJ menjadi RUU usul inisiatif DPR RI. Dari sembilan fraksi yang ada di DPR RI, Fraksi PKS menyatakan tidak menyetujui pengesahan RUU DKJ tersebut. Usai disahkan, RUU DKJ akan dibahas bersama pemerintah.  Baca juga: Waka DPRD usul partai diinvestigasi terkait gubernur dipilih presidenPewarta: FauziEditor: Chandra Hamdani Noor    COPYRIGHT © ANTARA 2023 ",0.01249622148159804,0.9250457112539118,0.01249001394291871,0.012490004430130082,0.012490011636670156,0.01249663234021511,0.012491404914555962,politik
" Kalau ada survei-survei yang angkanya tinggi kita tetap kerja keras, kalau angka rendah kita tetap kerja keras juga,Karawang (ANTARA) - Calon wakil presiden nomor urut 2 Gibran Rakabuming Raka berpesan kepada pendukungnya untuk tidak menanggapi fitnah di sosial media yang ditujukan kepada paslon nomor urut 2.   ""Kalau ada fitnah, ada nyinyiran, ada serangan apapun di sosial media tidak perlu ditanggapi. Jangan ditanggapi, tidak perlu diklarifikasi, tidak perlu fitnah diserang fitnah,"" kata Gibran saat menghadiri acara Satnite with Pantura Dukung Gibran (Pandugi) di GOR Panatayudha, Karawang, Jawa Barat, Sabtu.   Gibran juga meminta kepada pendukungnya untuk bekerja keras agar ia bersama calon presiden Prabowo Subianto dapat memenangi Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   ""Kalau ada survei-survei yang angkanya tinggi kita tetap kerja keras, kalau angka rendah kita tetap kerja keras juga,"" kata Gibran.   Selain itu, Gibran berpesan kepada masyarakat untuk tetap menjaga kondusivitas di tengah dinamika Pemilu 2024.   Menurut Wali Kota Surakarta itu persatuan Indonesia penting untuk dijaga meskipun terdapat perbedaan pilihan dalam Pilpres 2024.   ""Pilihan warga berbeda boleh, tapi warga damai semua,"" ujar Gibran.  Baca juga: Besok, Prabowo-Gibran hadiri acara Konvensi Indonesia di Sentul  Baca juga: KPU tambah jatah pendukung tiap paslon hadiri debat perdana   Dalam kesempatan itu, Gibran sempat mengucapkan terima kasih kepada warga atas antusiasmenya dalam menyambut kedatangan Wali Kota Surakarta itu.   ""Tadi saya lihat sampe luar yang di luar tidak bisa masuk karna penuh banget. Sehat semua ya. Terima kasih,"" kata Gibran.   Gibran pada Sabtu melakukan kampanye di Jakarta dan Karawang, Jawa Barat.   Ia melakukan kampanye dengan menyambangi Rusun Cilincing, Jakarta Utara dan kawasan Cempaka Putih, Jakarta untuk menyosialisasikan programnya.   Selanjutnya, Gibran bertolak ke Karawang untuk menghadiri acara Satnite with Pantura Dukung Gibran (Pandugi) di GOR Panatayudha, dan Gibran juga dijadwalkan akan silaturahmi ke Kyai Junaidi Al Baghdadi, pimpinan Pondok Pesantren Albaghdadi dan pimpinan majelis manaqiban Syekh Abdul Qodir Jaelani.   Komisi Pemilihan Umum (KPU) RI pada hari Senin, 13 November 2023, menetapkan tiga bakal pasangan calon presiden dan wakil presiden menjadi peserta Pemilu Presiden dan Wakil Presiden (Pilpres) 2024.   Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md nomor urut 3.   KPU juga telah menetapkan masa kampanye mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024.  Baca juga: Anies: kalau Kuningan menang, Jabar menang besar  Baca juga: Mahfud Md disemati julukan ""Uwa"" dari seniman-generasi muda BandungPewarta: FauzanEditor: Gilang Galiartha    COPYRIGHT © ANTARA 2023 ",0.014425559657499774,0.014423546622812965,0.014421980604084093,0.01442198312426243,0.01442210854468246,0.9134607827848505,0.014424038661807807,politik
